image,text
trocr_data/train_images/train_00063.png,Peeresses have been created . Most Labour sentiment
trocr_data/train_images/train_00064.png,"Since 1958 , 13 Labour life Peers and"
trocr_data/train_images/train_00065.png,"of Lords , but while it remains Labour has to"
trocr_data/train_images/train_00066.png,"challenge from Sir Roy Welensky , the Federal Premier ."
trocr_data/train_images/train_00067.png,two rival African Nationalist Parties of Northern
trocr_data/train_images/train_00068.png,would still favour the abolition of the House
trocr_data/train_images/train_00069.png,have an adequate number of members . THE
trocr_data/train_images/train_00070.png,Rhodesia have agreed to get together to face the
trocr_data/train_images/train_00071.png,"Party ( 280,000 members ) and Mr. Harry Nkumbula's African"
trocr_data/train_images/train_00072.png,to discuss a common course of action . Sir Roy is
trocr_data/train_images/train_00073.png,Delegates from Mr. Kenneth Kaunda's United National Independence
trocr_data/train_images/train_00074.png,violently opposed to Africans getting an elected majority
trocr_data/train_images/train_00075.png,"in Northern Rhodesia , but the Colonial Secretary ,"
trocr_data/train_images/train_00076.png,"National Congress ( 400,000 ) will meet in London today"
trocr_data/train_images/train_00077.png,"Mr. Iain Macleod , is insisting on a policy of change ."
trocr_data/train_images/train_00078.png,Delegates from Mr. Kenneth Kaunda's
trocr_data/train_images/train_00079.png,"( 280,000 members ) and Mr. Harry Nkumbula's"
trocr_data/train_images/train_00080.png,"majority in Northern Rhodesia , but the"
trocr_data/train_images/train_00081.png,"African National Congress ( 400,000 ) will"
trocr_data/train_images/train_00082.png,meet in London today to discuss a common
trocr_data/train_images/train_00083.png,United National Independence Party
trocr_data/train_images/train_00084.png,"Colonial Secretary , Mr. Iain Macleod ,"
trocr_data/train_images/train_00085.png,course of action . Sir Roy is violently
trocr_data/train_images/train_00086.png,is insisting on a policy of change .
trocr_data/train_images/train_00087.png,opposed to Africans getting an elected
trocr_data/train_images/train_00088.png,"Rhodesia , but the Colonial Secretary , Mr. Iain"
trocr_data/train_images/train_00089.png,getting an elected majority in Northern
trocr_data/train_images/train_00090.png,"National Independence Party ( 280,000 members )"
trocr_data/train_images/train_00091.png,"Congress ( 400,000 ) will meet in London today"
trocr_data/train_images/train_00092.png,to discuss a common course of action .
trocr_data/train_images/train_00093.png,"Macleod , is insisting on a policy of change ."
trocr_data/train_images/train_00094.png,and Mr. Harry Nkumbula's African National
trocr_data/train_images/train_00095.png,Delegates from Mr. Kenneth Kaunda's United
trocr_data/train_images/train_00096.png,Sir Roy is violently opposed to Africans
trocr_data/train_images/train_00097.png,"chief aide , Mr. Julius Greenfield , telephoned"
trocr_data/train_images/train_00098.png,his chief a report on his talks with
trocr_data/train_images/train_00099.png,the talks fall through . There are bound
trocr_data/train_images/train_00100.png,"to be demonstrations . "" Yesterday Sir Roy's"
trocr_data/train_images/train_00101.png,future . Said Mr. Nkumbula last night :
trocr_data/train_images/train_00102.png,Mr. Macmillan at Chequers .
trocr_data/train_images/train_00103.png,""" We want to discuss what to do if the"
trocr_data/train_images/train_00104.png,Sir Roy's United Federal Party is boycotting
trocr_data/train_images/train_00105.png,the London talks on the Protectorate's
trocr_data/train_images/train_00106.png,British Government gives in to Sir Roy and
trocr_data/train_images/train_00107.png,boycotting the London talks on the
trocr_data/train_images/train_00108.png,"do if the British demonstrations . """
trocr_data/train_images/train_00109.png,Sir Roy's United Federal Party is
trocr_data/train_images/train_00110.png,Protectorate's future . Said Mr. Nkumbula
trocr_data/train_images/train_00111.png,at Chequers .
trocr_data/train_images/train_00112.png,"Yesterday Sir Roy's chief aide , Mr."
trocr_data/train_images/train_00113.png,a report on his talks with Mr. Macmillan
trocr_data/train_images/train_00114.png,"Julius Greenfield , telephoned his chief"
trocr_data/train_images/train_00115.png,"last night : "" We want to discuss what to"
trocr_data/train_images/train_00116.png,British Government gives in to Sir Roy
trocr_data/train_images/train_00117.png,and the talks fall through . There are bound
trocr_data/train_images/train_00118.png,future . Said Mr. Nkumbula last night :
trocr_data/train_images/train_00119.png,the London talks on the Protectorate's
trocr_data/train_images/train_00120.png,"chief aide , Mr. Julius Greenfield , telephoned"
trocr_data/train_images/train_00121.png,Macmillan at Chequers .
trocr_data/train_images/train_00122.png,""" We want to discuss what to do if the"
trocr_data/train_images/train_00123.png,Sir Roy's United Federal Party is boycotting
trocr_data/train_images/train_00124.png,his chief a report on his talks with Mr.
trocr_data/train_images/train_00125.png,"to be demonstrations . "" Yesterday Sir Roy's"
trocr_data/train_images/train_00126.png,to the Africans and Liberals attending . These
trocr_data/train_images/train_00127.png,will meet to discuss the function of a
trocr_data/train_images/train_00128.png,majority they are seeking . African delegates
trocr_data/train_images/train_00129.png,are studying them today . The conference
trocr_data/train_images/train_00130.png,plans do not give the Africans the overall
trocr_data/train_images/train_00131.png,proposed House of Chiefs .
trocr_data/train_images/train_00132.png,Lancaster House despite the crisis which had
trocr_data/train_images/train_00133.png,Mr. Macleod went on with the conference at
trocr_data/train_images/train_00134.png,blown up . He has now revealed his full plans
trocr_data/train_images/train_00135.png,Mr. Macleod went on with the conference
trocr_data/train_images/train_00136.png,at Lancaster House despite the crisis
trocr_data/train_images/train_00137.png,them today . The conference will meet
trocr_data/train_images/train_00138.png,attending . These plans do not give the
trocr_data/train_images/train_00139.png,Africans the overall majority they are
trocr_data/train_images/train_00140.png,House of Chiefs .
trocr_data/train_images/train_00141.png,seeking . African delegates are studying
trocr_data/train_images/train_00142.png,to discuss the function of a proposed
trocr_data/train_images/train_00143.png,which had blown up . He has now revealed
trocr_data/train_images/train_00144.png,his full plans to the Africans and Liberals
trocr_data/train_images/train_00145.png,studying them today . The conference will meet
trocr_data/train_images/train_00146.png,to discuss the function of a proposed House
trocr_data/train_images/train_00147.png,blown up . He has now revealed his full plans
trocr_data/train_images/train_00148.png,to the Africans and Liberals attending . These
trocr_data/train_images/train_00149.png,plans do not give the Africans the overall majo-
trocr_data/train_images/train_00150.png,rity they are seeking . African delegates are
trocr_data/train_images/train_00151.png,Mr. Macleod went on with the conference at
trocr_data/train_images/train_00152.png,Lancaster House despite the crisis which had
trocr_data/train_images/train_00153.png,of Chiefs .
trocr_data/train_images/train_00154.png,secret negotiations on Northern Rhodesia's future .
trocr_data/train_images/train_00155.png,"Minister of the Central African Federation , went"
trocr_data/train_images/train_00156.png,in the Commons last night that there have been
trocr_data/train_images/train_00157.png,to Chequers at the week-end for talks with
trocr_data/train_images/train_00158.png,"MR. IAIN MACLEOD , the Colonial Secretary , denied"
trocr_data/train_images/train_00159.png,"But representatives of Sir Roy Welensky , Prime"
trocr_data/train_images/train_00160.png,The Northern Rhodesia conference in London has
trocr_data/train_images/train_00161.png,Mr. Macmillan .
trocr_data/train_images/train_00162.png,been boycotted by the two main settlers' parties -
trocr_data/train_images/train_00163.png,the United Federal Party and the Dominion Party .
trocr_data/train_images/train_00164.png,boycotted by the two main settlers' parties -
trocr_data/train_images/train_00165.png,there have been secret negotiations on
trocr_data/train_images/train_00166.png,Party . But representatives of Sir Roy
trocr_data/train_images/train_00167.png,Rhodesia conference in London has been
trocr_data/train_images/train_00168.png,the week-end for talks with Mr. Macmillan .
trocr_data/train_images/train_00169.png,the United Federal Party and the Dominion
trocr_data/train_images/train_00170.png,denied in the Commons last night that
trocr_data/train_images/train_00171.png,"Welensky , Prime Minister of the Central"
trocr_data/train_images/train_00172.png,"African Federation , went to Chequers at"
trocr_data/train_images/train_00173.png,Northern Rhodesia's future . The Northern
trocr_data/train_images/train_00174.png,"MR. IAIN MACLEOD , the Colonial Secretary ,"
trocr_data/train_images/train_00175.png,in the Commons last night that there have
trocr_data/train_images/train_00176.png,"Central African Federation , went to Chequers"
trocr_data/train_images/train_00177.png,"Mr. Iain Macleod , the Colonial Secretary , denied"
trocr_data/train_images/train_00178.png,future . The Northern Rhodesia conference in
trocr_data/train_images/train_00179.png,been secret negotiations on the Northern Rhodesia's
trocr_data/train_images/train_00180.png,and the Dominion Party . But representatives
trocr_data/train_images/train_00181.png,London has been boycotted by the two main
trocr_data/train_images/train_00182.png,settlers' parties - the United Federal Party
trocr_data/train_images/train_00183.png,at the week-end for talks with Mr. Macmillan .
trocr_data/train_images/train_00184.png,"of Sir Roy Welensky , Prime Minister of the"
trocr_data/train_images/train_00185.png,He said Britain had an obligation to consult the Federal
trocr_data/train_images/train_00186.png,refusing to sit round the conference table .
trocr_data/train_images/train_00187.png,"M Ps yesterday : "" I have no knowledge of secret negotiations . """
trocr_data/train_images/train_00188.png,Government . But the final decision remained with the British
trocr_data/train_images/train_00189.png,"Government . Mr. James Callaghan , Labour's Colonial spokesman ,"
trocr_data/train_images/train_00190.png,said Sir Roy had no right to delay progress in the talks by
trocr_data/train_images/train_00191.png,Mr. Macleod was not at the week-end meeting . But he told
trocr_data/train_images/train_00192.png,Northern Rhodesia is a member of the Federation .
trocr_data/train_images/train_00193.png,He said Britain had an obligation to consult
trocr_data/train_images/train_00194.png,the Federal Government . But the final
trocr_data/train_images/train_00195.png,"have no knowledge of secret negotiations . """
trocr_data/train_images/train_00196.png,"spokesman , said Sir Roy had no right to"
trocr_data/train_images/train_00197.png,"Mr. James Callaghan , Labour's Colonial"
trocr_data/train_images/train_00198.png,"meeting . But he told M Ps yesterday : "" I"
trocr_data/train_images/train_00199.png,Northern Rhodesia is a member of the Federation .
trocr_data/train_images/train_00200.png,decision remained with the British Government .
trocr_data/train_images/train_00201.png,Mr. Macleod was not at the week-end
trocr_data/train_images/train_00202.png,delay progress in the talks by refusing
trocr_data/train_images/train_00203.png,to sit round the conference table .
trocr_data/train_images/train_00204.png,"the Federal Government . Mr. James Callaghan ,"
trocr_data/train_images/train_00205.png,Northern Rhodesia is a member of the Fede-
trocr_data/train_images/train_00206.png,said Britain had an obligation to consult
trocr_data/train_images/train_00207.png,refusing to sit round the conference table .
trocr_data/train_images/train_00208.png,"have no knowledge of secret negotiations . "" He"
trocr_data/train_images/train_00209.png,"Labour's Colonial spokesman , said Sir Roy had"
trocr_data/train_images/train_00210.png,no right to delay progress in the talks by
trocr_data/train_images/train_00211.png,ration . Mr. Macleod was not at the week-end
trocr_data/train_images/train_00212.png,"meeting . But he told M Ps yesterday : "" I"
trocr_data/train_images/train_00213.png,"negotiations with Sir Roy's representative ,"
trocr_data/train_images/train_00214.png,"sent from the Government were "" unsatisfac-"
trocr_data/train_images/train_00215.png,Mr. Julius Greenfield . He was at Che-
trocr_data/train_images/train_00216.png,day called on Mr. Macmillan to cease his
trocr_data/train_images/train_00217.png,"tory . "" African delegates to the talks yester-"
trocr_data/train_images/train_00218.png,parties had refused to attend the talks
trocr_data/train_images/train_00219.png,Mr. Macleod thought the two Rhodesian
trocr_data/train_images/train_00220.png,Sir Roy's Federal Government in the
trocr_data/train_images/train_00221.png,"regarded with "" growing anger "" the "" gross"
trocr_data/train_images/train_00222.png,"and unconstitutional "" interference by"
trocr_data/train_images/train_00223.png,quers last week-end . They said they
trocr_data/train_images/train_00224.png,because Sir Roy had found messages
trocr_data/train_images/train_00225.png,talks .
trocr_data/train_images/train_00226.png,interference by Sir Roy's Federal Government in the talks .
trocr_data/train_images/train_00227.png,had found messages sent from the Government were
trocr_data/train_images/train_00228.png,at Chequers last week-end . They said they regarded
trocr_data/train_images/train_00229.png,called on Mr. Macmillan to cease his negotiations with
trocr_data/train_images/train_00230.png,had refused to attend the talks because Sir Roy
trocr_data/train_images/train_00231.png,"with "" growing anger "" the gross and unconstitutional """
trocr_data/train_images/train_00232.png,""" unsatisfactory . "" African delegates to the talks yesterday"
trocr_data/train_images/train_00233.png,Mr. Macleod thought the two Rhodesian parties
trocr_data/train_images/train_00234.png,"Sir Roy's representative , Mr. Julius Greenfield . He was"
trocr_data/train_images/train_00235.png,racial discrimination in Government
trocr_data/train_images/train_00236.png,defended the appointment of a Negro as
trocr_data/train_images/train_00237.png,strong opposition from the anti-Negro
trocr_data/train_images/train_00238.png,his Housing Minister . It has aroused
trocr_data/train_images/train_00239.png,and State housing projects .
trocr_data/train_images/train_00240.png,Informal talks at Lancaster House will
trocr_data/train_images/train_00241.png,B.Kaufmann
trocr_data/train_images/train_00242.png,senators of the Deep South . The negro
trocr_data/train_images/train_00243.png,resume today . President Kennedy today
trocr_data/train_images/train_00244.png,is Mr. Robert Weaver of New York . One
trocr_data/train_images/train_00245.png,of his tasks will be to see there is no
trocr_data/train_images/train_00246.png,Deep South . The negro is Mr. Robert
trocr_data/train_images/train_00247.png,Weaver of New York . One of his tasks will
trocr_data/train_images/train_00248.png,in Government and State housing
trocr_data/train_images/train_00249.png,his Housing Minister . It has aroused strong
trocr_data/train_images/train_00250.png,defended the appointment of a Negro as
trocr_data/train_images/train_00251.png,projects .
trocr_data/train_images/train_00252.png,opposition from the anti-Negro senators of the
trocr_data/train_images/train_00253.png,Informal talks at Lancaster House will
trocr_data/train_images/train_00254.png,resume today . PRESIDENT KENNEDY today
trocr_data/train_images/train_00255.png,be to see there is no racial discrimination
trocr_data/train_images/train_00256.png,the appointment of a Negro as his Housing Minister .
trocr_data/train_images/train_00257.png,senators of the Deep South . The negro is Mr.
trocr_data/train_images/train_00258.png,will be to see there is no racial discrimination
trocr_data/train_images/train_00259.png,in Government and State housing projects .
trocr_data/train_images/train_00260.png,today . PRESIDENT KENNEDY today defended
trocr_data/train_images/train_00261.png,It has aroused strong opposition from the anti-Negro
trocr_data/train_images/train_00262.png,Informal talks at Lancaster House will resume
trocr_data/train_images/train_00263.png,Robert Weaver of New York . One of his tasks
trocr_data/train_images/train_00264.png,that Weaver once had Communist affiliations .
trocr_data/train_images/train_00265.png,"by another Southern Senator - Willis Robertson ,"
trocr_data/train_images/train_00266.png,off the opposition by telling a television
trocr_data/train_images/train_00267.png,of Virginia - met today in closed session
trocr_data/train_images/train_00268.png,"audience it was "" current Washington gossip """
trocr_data/train_images/train_00269.png,Robertson later disclosed he had sent a letter
trocr_data/train_images/train_00270.png,to Mr. Kennedy saying he had received several
trocr_data/train_images/train_00271.png,complaints about Weaver's loyalty .
trocr_data/train_images/train_00272.png,to discuss Weaver's appointment . Senator
trocr_data/train_images/train_00273.png,Senator Allen Ellender of Louisiana sparked
trocr_data/train_images/train_00274.png,"The Senate Banking Committee , which is headed"
trocr_data/train_images/train_00275.png,discuss Weaver's appointment . Senator
trocr_data/train_images/train_00276.png,Virginia - met today in closed session to
trocr_data/train_images/train_00277.png,"Southern Senator - Willis Robertson , of"
trocr_data/train_images/train_00278.png,"Committee , which is headed by another"
trocr_data/train_images/train_00279.png,Robertson later disclosed he had sent a letter
trocr_data/train_images/train_00280.png,to Mr. Kennedy saying he had received
trocr_data/train_images/train_00281.png,"Washington gossip "" that Weaver once had"
trocr_data/train_images/train_00282.png,Communist affiliations . The Senate Banking
trocr_data/train_images/train_00283.png,"Senator Allen Ellender , of Louisiana ,"
trocr_data/train_images/train_00284.png,"television audience it was "" current"
trocr_data/train_images/train_00285.png,sparked off the opposition by telling a
trocr_data/train_images/train_00286.png,"Willis Robertson , of Virginia - met today in"
trocr_data/train_images/train_00287.png,letter to Mr. Kennedy saying he had received several
trocr_data/train_images/train_00288.png,"gossip "" that Weaver once had Communist affilia-"
trocr_data/train_images/train_00289.png,complaints about Weaver's loyalty .
trocr_data/train_images/train_00290.png,"Senator Allen Ellender , of Louisiana ,"
trocr_data/train_images/train_00291.png,Senator Robertson later disclosed he had sent a
trocr_data/train_images/train_00292.png,closed session to discuss Weaver's appointment .
trocr_data/train_images/train_00293.png,"tions . The Senate Banking Committee , which"
trocr_data/train_images/train_00294.png,is headed by another Southern Senator -
trocr_data/train_images/train_00295.png,sparked off the opposition by telling a
trocr_data/train_images/train_00296.png,"television audience it was "" current Washington"
trocr_data/train_images/train_00297.png,Robertson saying the Federal Bureau of In-
trocr_data/train_images/train_00298.png,"He believed he would perform "" outstanding"
trocr_data/train_images/train_00299.png,He said these concerned Mr. Weaver's
trocr_data/train_images/train_00300.png,Mr. Kennedy rushed a letter to Senator
trocr_data/train_images/train_00301.png,committee has to pass Mr. Weaver's
trocr_data/train_images/train_00302.png,alleged association with organisations black-
trocr_data/train_images/train_00303.png,"service "" in his post . Senator Robertson's"
trocr_data/train_images/train_00304.png,vestigation had reported on Mr. Weaver .
trocr_data/train_images/train_00305.png,nomination before it can be con-
trocr_data/train_images/train_00306.png,sidered by the full Senate .
trocr_data/train_images/train_00307.png,listed by the Government . Immediately
trocr_data/train_images/train_00308.png,has to pass Mr. Weaver's nomination before it
trocr_data/train_images/train_00309.png,"he would perform "" outstanding service """
trocr_data/train_images/train_00310.png,alleged association with organisations black-
trocr_data/train_images/train_00311.png,listed by the Government . Immediately Mr.
trocr_data/train_images/train_00312.png,He said these concerned Mr. Weaver's
trocr_data/train_images/train_00313.png,saying the Federal Bureau of Investigation had
trocr_data/train_images/train_00314.png,Kennedy rushed a letter to Senator Robertson
trocr_data/train_images/train_00315.png,reported on Mr. Weaver . He believed
trocr_data/train_images/train_00316.png,can be considered by the full Senate .
trocr_data/train_images/train_00317.png,in his post . Senator Robertson's committee
trocr_data/train_images/train_00318.png,association with organisations black-listed by the
trocr_data/train_images/train_00319.png,nomination before it can be considered by the
trocr_data/train_images/train_00320.png,committee has to pass Mr. Weaver's
trocr_data/train_images/train_00321.png,full Senate .
trocr_data/train_images/train_00322.png,of Investigation had reported on Mr. Weaver .
trocr_data/train_images/train_00323.png,He said these concerned Mr. Weaver's alleged
trocr_data/train_images/train_00324.png,"He believed he would perform "" outstanding"
trocr_data/train_images/train_00325.png,Government . Immediately Mr. Kennedy rushed a letter
trocr_data/train_images/train_00326.png,to Senator Robertson saying the Federal Bureau
trocr_data/train_images/train_00327.png,"service "" in his post . Senator Robertson's"
trocr_data/train_images/train_00328.png,mention personal talks with Dr.
trocr_data/train_images/train_00329.png,over West Germany's cash offer to help
trocr_data/train_images/train_00330.png,Germany to pay more . He did not
trocr_data/train_images/train_00331.png,not good enough . And he indicated
trocr_data/train_images/train_00332.png,day that the offer - 357million - was
trocr_data/train_images/train_00333.png,He said bluntly in Washington yester-
trocr_data/train_images/train_00334.png,"Adenauer , the West German Chancellor ."
trocr_data/train_images/train_00335.png,America's balance of payments position .
trocr_data/train_images/train_00336.png,PRESIDENT KENNEDY is ready to get tough
trocr_data/train_images/train_00337.png,that his Government would try to get
trocr_data/train_images/train_00338.png,And he indicated that his Government
trocr_data/train_images/train_00339.png,PRESIDENT KENNEDY is ready to get tough
trocr_data/train_images/train_00340.png,would try to get Germany to pay more . He
trocr_data/train_images/train_00341.png,America's balance of payments position . He
trocr_data/train_images/train_00342.png,over West Germany's cash offer to help
trocr_data/train_images/train_00343.png,said bluntly in Washington yesterday that
trocr_data/train_images/train_00344.png,"Adenauer , the West German Chancellor ."
trocr_data/train_images/train_00345.png,the offer - 357million - was not good enough .
trocr_data/train_images/train_00346.png,did not mention personal talks with Dr.
trocr_data/train_images/train_00347.png,help America's balance of payments position
trocr_data/train_images/train_00348.png,tough over West Germany's cash offer to
trocr_data/train_images/train_00349.png,"talks with Dr. Adenauer , the West"
trocr_data/train_images/train_00350.png,Government would try to get Germany to
trocr_data/train_images/train_00351.png,He said bluntly in Washington yesterday
trocr_data/train_images/train_00352.png,pay more . He did not mention personal
trocr_data/train_images/train_00353.png,German Chancellor .
trocr_data/train_images/train_00354.png,PRESIDENT KENNEDY is ready to get
trocr_data/train_images/train_00355.png,that the offer - 357million - was not good
trocr_data/train_images/train_00356.png,enough . And he indicated that his
trocr_data/train_images/train_00357.png,due in Washington next week . A big
trocr_data/train_images/train_00358.png,useful . The President will probably
trocr_data/train_images/train_00359.png,anyway .
trocr_data/train_images/train_00360.png,United States officials quickly point out
trocr_data/train_images/train_00361.png,"discuss the problem with Dr. Brentano ,"
trocr_data/train_images/train_00362.png,payment of a 210million debt to America .
trocr_data/train_images/train_00363.png,"level than in the past "" might be"
trocr_data/train_images/train_00364.png,"But he said discussions "" on a higher"
trocr_data/train_images/train_00365.png,"slice of Germany's "" aid "" is the early"
trocr_data/train_images/train_00366.png,"the West German Foreign Minister , who is"
trocr_data/train_images/train_00367.png,that this is money due to America
trocr_data/train_images/train_00368.png,to America anyway .
trocr_data/train_images/train_00369.png,"But he said discussions "" on a higher"
trocr_data/train_images/train_00370.png,"Foreign Minister , who is due in Washington"
trocr_data/train_images/train_00371.png,is the early payment of a 210million
trocr_data/train_images/train_00372.png,The President will probably discuss the
trocr_data/train_images/train_00373.png,"problem with Dr. Brentano , the West German"
trocr_data/train_images/train_00374.png,"level than in the past "" might be useful ."
trocr_data/train_images/train_00375.png,debt to America . United States officials
trocr_data/train_images/train_00376.png,"next week . A big slice of Germany's "" aid """
trocr_data/train_images/train_00377.png,quickly point out that this is money due
trocr_data/train_images/train_00378.png,this is money due to America anyway .
trocr_data/train_images/train_00379.png,"German Foreign Minister , who is due in"
trocr_data/train_images/train_00380.png,Washington next week . A big slice of
trocr_data/train_images/train_00381.png,"level than in the past "" might be useful ."
trocr_data/train_images/train_00382.png,The President will probably discuss the
trocr_data/train_images/train_00383.png,States officials quickly point out that
trocr_data/train_images/train_00384.png,"Germany's "" aid "" is the early payment"
trocr_data/train_images/train_00385.png,of a 210million debt to America . United
trocr_data/train_images/train_00386.png,"problem with Dr. Brentano , the West"
trocr_data/train_images/train_00387.png,"But he said discussions "" on a higher"
trocr_data/train_images/train_00388.png,flatly rejected attempts by the Eisenhower
trocr_data/train_images/train_00389.png,And they are unimpressed by the Germans' claim
trocr_data/train_images/train_00390.png,that they cannot pay more than 357million
trocr_data/train_images/train_00391.png,or for the present . The Adenauer Government
trocr_data/train_images/train_00392.png,without upsetting their own economy . The
trocr_data/train_images/train_00393.png,sum towards the cost of keeping American
trocr_data/train_images/train_00394.png,Government to get them to pay a regular
trocr_data/train_images/train_00395.png,good and is not paying for the past
trocr_data/train_images/train_00396.png,Americans say Germany is having it too
trocr_data/train_images/train_00397.png,troops in Germany .
trocr_data/train_images/train_00398.png,answer is the once-and-for-all cash
trocr_data/train_images/train_00399.png,West German Government . It will now have
trocr_data/train_images/train_00400.png,to pay more - and increase taxation to do
trocr_data/train_images/train_00401.png,the new American administration .
trocr_data/train_images/train_00402.png,rejection of it is a painful blow to the
trocr_data/train_images/train_00403.png,so - or run the obvious risks in upsetting
trocr_data/train_images/train_00404.png,America's dollar reserves . Dr. Adenauer's
trocr_data/train_images/train_00405.png,offer of 357million . President Kennedy's
trocr_data/train_images/train_00406.png,These support costs are a big drain on
trocr_data/train_images/train_00407.png,West German Government . It will now have to pay
trocr_data/train_images/train_00408.png,dollar reserves . Dr. Adenauer's answer is the
trocr_data/train_images/train_00409.png,run the obvious risks in upsetting the new
trocr_data/train_images/train_00410.png,Kennedy's rejection of it is a painful blow to the
trocr_data/train_images/train_00411.png,American administration .
trocr_data/train_images/train_00412.png,These support costs are a big drain on America's
trocr_data/train_images/train_00413.png,more - and increase taxation to do so - or
trocr_data/train_images/train_00414.png,once-and-for-all cash offer of 357million . President
trocr_data/train_images/train_00415.png,was waiting for his senior military
trocr_data/train_images/train_00416.png,spot . Joyce Egginton cables : President
trocr_data/train_images/train_00417.png,Kennedy at his Washington Press con-
trocr_data/train_images/train_00418.png,ference admitted he did not know
trocr_data/train_images/train_00419.png,February 20 .
trocr_data/train_images/train_00420.png,whether America was lagging behind
trocr_data/train_images/train_00421.png,"And , since this is election year in West"
trocr_data/train_images/train_00422.png,aides to come up with the answer on
trocr_data/train_images/train_00423.png,Russia in missile power . He said he
trocr_data/train_images/train_00424.png,"Germany , Dr. Adenauer is in a tough"
trocr_data/train_images/train_00425.png,"And , since this is election year in West"
trocr_data/train_images/train_00426.png,lagging behind Russia in missile power .
trocr_data/train_images/train_00427.png,"Germany , Dr. Adenauer is in a tough spot ."
